POINT(47.4410645 8.463056),120.0
POINT(47.4884472 8.2155881),1197.0
POINT(46.1948469 6.1926886),400.0
POINT(46.1944656 6.1697399),190.0
POINT(47.545148 7.5634819),5600.0
POINT(46.5210977 6.6342148),7862.0
POINT(47.391503 8.4189092),3200.0
POINT(47.3914594 8.419274),3200.0
POINT(46.207161 6.0986641),1795.0
POINT(47.288266 8.5656897),73.0
POINT(46.4243258 6.2626297),7025.0
POINT(47.7045201 8.6358303),120.0
POINT(47.4518352 8.7929008),245.0
POINT(47.4383126 8.5357031),1200.0
POINT(47.3975529 8.4324708),190.0
POINT(47.6809744 8.6183256),220.0
POINT(47.5560748 8.8798637),3955.0
POINT(47.4457575 8.4360818),100.0
POINT(46.1860607 6.1343445),180.0
POINT(47.3474438 7.9084417),126000.0
POINT(47.3754467 8.2247963),90.0
POINT(47.3889463 8.1800956),300.0
POINT(47.3788043 8.5570772),350.0
POINT(47.3729869 8.5450899),1750.0
POINT(47.3333717 8.5411718),400.0
POINT(47.3675229 8.5601361),2700.0
POINT(47.0429381 9.0671582),100.0
POINT(47.4124139 8.1673381),500.0
POINT(47.4033218 8.4876862),2050.0
POINT(47.4348332 9.385705),260.0
POINT(47.4370215 8.5618257),5400.0
POINT(47.4370215 8.5618257),195.0
POINT(47.4370215 8.5618257),800.0
POINT(47.2678753 8.3417949),100.0
POINT(47.545405 7.5918831),272.0
POINT(47.5679723 7.5903001),220.0
POINT(46.5348536 6.5637845),1560.0
POINT(46.5348536 6.5637845),2660.0
POINT(46.5377705 6.5889647),2275.0
POINT(46.5102879 6.4940726),17850.0
POINT(46.5102879 6.4940726),170.0
POINT(46.5102879 6.4940726),350.0
POINT(46.2309781 7.3070909),1000.0
POINT(46.2317018 7.3596238),1800.0
POINT(47.342759 7.8650104),1950.0
POINT(47.285341 7.705732),1062.0
POINT(47.4904272 7.591663),1280.0
POINT(47.4904272 7.591663),1800.0
POINT(46.665523 7.8687955),900.0
POINT(46.665523 7.8687955),500.0
POINT(47.3516048 8.3424008),600.0
POINT(47.2581187 8.8497369),502.0
POINT(47.6947785 8.6324219),405.0
POINT(47.4142688 9.6302972),1050.0
POINT(47.3980322 8.5014554),2000.0
POINT(46.0286712 7.1436372),2000.0
POINT(47.3622562 8.5333156),3400.0
POINT(47.1359414 7.2462749),15000.0
